task_name,env_name,policy,variant,episodes,successes,success_rate,score_mean,episode_step_mean,duration_mean,policy_inference_avg_ms_mean,env_step_avg_ms_mean
TakeMeasuringSpoonOutTask,TakeMeasuringSpoonOutTask,pi05,unlabeled,1,0,0.0,0.0,600.0,40.0,11.9,217.3
TakeMeasuringSpoonOutTask,TakeMeasuringSpoonOutTask_ObjectPosition,pi05,unlabeled,1,1,1.0,1.0,253.0,16.866666666666667,,
