axis,episodes,successes,success_rate,episode_step_mean,score_mean,policy_inference_avg_ms_mean
procedural,34,6,0.17647058823529413,1680.2941176470588,0.3812745117089328,11.941176470588236
relational,42,15,0.35714285714285715,1076.0238095238096,0.41468254086517153,12.021428571428572
unknown,3,3,1.0,151.0,1.0,12.333333333333334
visual,84,20,0.23809523809523808,1383.1904761904761,0.3896258512423152,11.980952380952381
