Attribute,Success,Success %,LCB %,UCB %,Total,Score(total),Score(fail),Time(s),Time σ,EE SPARC,SPARC σ,PathLen(m),Path σ,Speed(cm/s),Speed σ
simple,1,16.7,3.7,57.9,6,0.333,0.200,12.40,-,-6.75,1.75,2.45,1.17,5.2,1.2
